,image,label
202,"[[[228 238 219]
  [232 244 233]
  [196 219 191]
  ...
  [ 84 137  65]
  [ 79 130  63]
  [ 74 125  56]]

 [[224 232 207]
  [241 250 238]
  [234 245 232]
  ...
  [ 73 132  50]
  [ 68 126  41]
  [ 73 122  49]]

 [[185 201 159]
  [227 237 214]
  [249 253 246]
  ...
  [ 67 130  42]
  [ 72 126  47]
  [ 78 125  56]]

 ...

 [[107 122  91]
  [107 127  91]
  [105 124  87]
  ...
  [125 148 141]
  [131 159 155]
  [133 160 157]]

 [[106 122  94]
  [105 125  93]
  [105 123  87]
  ...
  [125 148 142]
  [129 156 152]
  [132 161 159]]

 [[105 122  95]
  [104 123  90]
  [103 121  85]
  ...
  [126 147 142]
  [128 153 150]
  [133 161 158]]]",0
203,"[[[71 72 56]
  [61 63 49]
  [94 95 89]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[64 64 45]
  [56 58 43]
  [95 95 90]
  ...
  [ 2  2  1]
  [ 2  2  2]
  [ 2  2  1]]

 [[59 59 41]
  [53 56 42]
  [96 96 90]
  ...
  [ 2  2  1]
  [ 2  2  2]
  [ 3  3  1]]

 ...

 [[70 53 40]
  [71 55 41]
  [71 55 41]
  ...
  [85 63 44]
  [83 64 48]
  [69 55 40]]

 [[68 52 38]
  [68 52 39]
  [68 52 39]
  ...
  [69 47 29]
  [70 52 35]
  [71 56 38]]

 [[67 53 39]
  [66 52 38]
  [66 51 38]
  ...
  [63 37 18]
  [65 39 20]
  [62 40 23]]]",1
204,"[[[ 36  36  26]
  [ 35  35  27]
  [ 35  34  26]
  ...
  [ 11  13   8]
  [ 11  13   8]
  [  9  11   6]]

 [[ 37  36  27]
  [ 37  36  26]
  [ 36  35  26]
  ...
  [ 12  14   9]
  [ 11  13   8]
  [  9  11   6]]

 [[ 39  36  27]
  [ 39  36  27]
  [ 37  36  26]
  ...
  [ 12  14   9]
  [ 11  13   8]
  [  9  11   6]]

 ...

 [[ 94  94  93]
  [107 108 109]
  [120 122 123]
  ...
  [  4   5   0]
  [  4   5   0]
  [  6   7   2]]

 [[ 92  92  91]
  [112 113 114]
  [121 122 124]
  ...
  [  4   5   0]
  [  4   5   0]
  [  6   7   2]]

 [[ 88  88  87]
  [111 112 114]
  [119 120 122]
  ...
  [  3   5   0]
  [  4   5   0]
  [  5   6   1]]]",1
205,"[[[ 84 139  45]
  [ 78 133  39]
  [ 80 133  40]
  ...
  [ 87 116  49]
  [ 56  96   9]
  [ 74 120  24]]

 [[ 76 131  37]
  [ 69 125  32]
  [ 72 126  37]
  ...
  [ 94 123  51]
  [ 65 106  18]
  [ 81 130  32]]

 [[ 65 121  33]
  [ 62 117  32]
  [ 68 119  43]
  ...
  [102 126  50]
  [ 74 114  26]
  [ 77 127  27]]

 ...

 [[178 182 167]
  [179 183 169]
  [167 171 157]
  ...
  [ 57 111  30]
  [ 56 109  27]
  [ 54 108  30]]

 [[180 184 168]
  [187 190 176]
  [178 184 167]
  ...
  [ 54 107  30]
  [ 54 107  30]
  [ 50 102  29]]

 [[175 179 161]
  [187 191 176]
  [172 183 161]
  ...
  [ 42  93  24]
  [ 48 100  31]
  [ 44  98  31]]]",0
206,"[[[ 1  6  2]
  [ 1  6  2]
  [ 1  6  3]
  ...
  [ 3 11  5]
  [ 1  9  4]
  [ 2  9  5]]

 [[ 2  7  3]
  [ 1  6  2]
  [ 2  6  4]
  ...
  [13 37 13]
  [ 5 21  8]
  [ 2 12  6]]

 [[ 2  7  3]
  [ 2  7  3]
  [ 2  7  4]
  ...
  [ 6 20  9]
  [13 44 14]
  [10 36 12]]

 ...

 [[ 2 11  3]
  [ 2 10  3]
  [ 2  5  3]
  ...
  [ 2 17  8]
  [ 2 14  6]
  [ 1  9  4]]

 [[ 1  9  4]
  [ 0  9  4]
  [ 1  8  4]
  ...
  [ 2 15  7]
  [ 2 13  7]
  [ 0  9  6]]

 [[ 1  9  4]
  [ 1  8  3]
  [ 1  7  4]
  ...
  [ 1 14  6]
  [ 1 13  7]
  [ 2 13  8]]]",1
207,"[[[ 61  99 172]
  [ 67 110 189]
  [ 64 112 192]
  ...
  [ 35  69 110]
  [ 34  69 107]
  [ 36  69 117]]

 [[ 66 107 185]
  [ 68 111 193]
  [ 61 109 188]
  ...
  [ 30  68 118]
  [ 29  67 108]
  [ 33  68 114]]

 [[ 66 112 196]
  [ 67 110 192]
  [ 61 110 190]
  ...
  [ 28  61 109]
  [ 28  59  92]
  [ 33  66 106]]

 ...

 [[ 53  75 126]
  [ 54  78 130]
  [ 54  78 133]
  ...
  [ 71 102 173]
  [ 64  98 172]
  [ 64 100 178]]

 [[ 52  76 126]
  [ 53  76 129]
  [ 52  78 131]
  ...
  [ 81 114 182]
  [ 70 106 180]
  [ 67 103 182]]

 [[ 55  79 130]
  [ 54  79 134]
  [ 53  82 134]
  ...
  [ 89 122 187]
  [ 71 108 182]
  [ 65 104 180]]]",0
208,"[[[133 150 168]
  [127 139 160]
  [132 146 163]
  ...
  [133 136 146]
  [127 135 150]
  [122 133 149]]

 [[163 153 136]
  [154 155 144]
  [149 156 149]
  ...
  [143 140 124]
  [148 143 129]
  [143 140 126]]

 [[171 152 123]
  [163 156 141]
  [157 154 144]
  ...
  [156 152 139]
  [146 139 135]
  [148 142 133]]

 ...

 [[104 149 183]
  [105 141 178]
  [ 94 146 186]
  ...
  [114 134 176]
  [108 126 171]
  [114 132 174]]

 [[107 149 185]
  [141 160 185]
  [187 186 195]
  ...
  [230 219 213]
  [228 218 212]
  [228 218 212]]

 [[191 171 167]
  [226 201 178]
  [235 201 165]
  ...
  [240 209 174]
  [241 210 176]
  [241 211 179]]]",0
209,"[[[135 129 105]
  [132 125 101]
  [132 123  99]
  ...
  [ 83  54  32]
  [ 62  37  21]
  [ 59  38  24]]

 [[107  80  44]
  [106  79  43]
  [109  78  41]
  ...
  [104  80  58]
  [100  75  54]
  [ 95  72  49]]

 [[ 88  54  20]
  [ 87  53  19]
  [ 87  54  19]
  ...
  [147 142 143]
  [148 145 148]
  [148 145 150]]

 ...

 [[105  17  24]
  [107  14  20]
  [112  13  19]
  ...
  [143 124 105]
  [150 132 111]
  [151 131 112]]

 [[ 78  59  66]
  [ 82  61  66]
  [ 89  61  66]
  ...
  [116 101  81]
  [116  99  82]
  [113  94  78]]

 [[ 79  81  86]
  [ 73  70  76]
  [ 69  63  70]
  ...
  [146 123 110]
  [151 129 116]
  [153 132 117]]]",0
210,"[[[152 143 115]
  [144 136 114]
  [139 126  98]
  ...
  [118 104  79]
  [101  91  63]
  [ 69  65  34]]

 [[157 151 124]
  [160 152 127]
  [119 111  89]
  ...
  [101  92  60]
  [107  96  70]
  [108  98  73]]

 [[140 132 109]
  [128 122 100]
  [101  94  76]
  ...
  [ 66  67  28]
  [103  96  64]
  [124 111  84]]

 ...

 [[190 171 128]
  [163 128  92]
  [134 109  77]
  ...
  [110 105  85]
  [122 118  98]
  [114 114  96]]

 [[195 177 138]
  [157 126  90]
  [139 106  70]
  ...
  [109 102  81]
  [111 106  84]
  [112 112  97]]

 [[200 179 133]
  [186 153 102]
  [168 123  76]
  ...
  [116 108  88]
  [109 104  84]
  [121 119 102]]]",0
211,"[[[ 72  75  74]
  [ 69  71  69]
  [ 65  71  75]
  ...
  [129 128 123]
  [128 127 122]
  [125 125 120]]

 [[ 69  70  70]
  [ 75  77  74]
  [ 66  73  76]
  ...
  [131 130 125]
  [130 129 123]
  [128 127 122]]

 [[ 61  63  63]
  [ 81  82  80]
  [ 67  73  74]
  ...
  [132 131 125]
  [132 131 125]
  [130 129 124]]

 ...

 [[ 92  85  75]
  [ 80  74  63]
  [ 78  71  60]
  ...
  [ 70  66  57]
  [ 62  58  50]
  [ 53  50  44]]

 [[ 85  80  72]
  [ 78  73  64]
  [ 78  74  66]
  ...
  [ 66  63  57]
  [ 60  56  50]
  [ 52  49  44]]

 [[ 74  70  61]
  [ 72  67  57]
  [ 78  76  69]
  ...
  [ 58  54  50]
  [ 61  58  52]
  [ 54  51  46]]]",1
212,"[[[ 18  18  16]
  [ 35  36  31]
  [ 54  57  52]
  ...
  [138 140 118]
  [139 141 124]
  [130 129 114]]

 [[ 21  21  18]
  [ 44  45  39]
  [ 68  74  66]
  ...
  [128 131 109]
  [116 117  98]
  [ 95  93  76]]

 [[ 30  31  26]
  [ 54  58  52]
  [ 99 110 104]
  ...
  [127 129 108]
  [113 114  94]
  [ 99  99  82]]

 ...

 [[178 178 163]
  [161 163 146]
  [170 174 163]
  ...
  [112 108  85]
  [149 150 131]
  [180 185 172]]

 [[182 183 167]
  [172 175 162]
  [170 173 162]
  ...
  [ 88  90  77]
  [122 115  89]
  [157 154 131]]

 [[188 190 179]
  [173 175 163]
  [160 162 146]
  ...
  [ 48  50  44]
  [103 103  89]
  [144 137 108]]]",1
213,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [141 140  93]
  [139 139  96]
  [136 136  94]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [143 145 107]
  [140 142 106]
  [137 138 100]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [145 148 116]
  [142 146 112]
  [140 141 102]]

 ...

 [[ 54  35  49]
  [ 25  13  14]
  [  3  15  21]
  ...
  [ 16  67 103]
  [ 13  65 101]
  [ 13  62  97]]

 [[  8  47  60]
  [  4  10  13]
  [  6  28  37]
  ...
  [ 15  72 107]
  [ 16  70 106]
  [ 10  67 103]]

 [[  5  17  18]
  [  2  16  21]
  [  9  45  59]
  ...
  [ 15  69 106]
  [ 19  67 103]
  [ 14  68 104]]]",0
214,"[[[252 253 248]
  [248 248 243]
  [248 248 244]
  ...
  [115  42  24]
  [ 92  51  32]
  [109  74  57]]

 [[253 254 249]
  [252 252 248]
  [252 252 250]
  ...
  [114  44  25]
  [ 95  56  37]
  [112  76  59]]

 [[254 254 252]
  [255 255 254]
  [255 255 254]
  ...
  [105  43  26]
  [101  63  44]
  [115  79  62]]

 ...

 [[ 11  11  11]
  [ 11  11  11]
  [ 10  10  10]
  ...
  [ 79  63  63]
  [ 67  53  54]
  [ 48  37  37]]

 [[  8   8   8]
  [  9   9   9]
  [  9   9   9]
  ...
  [ 62  45  44]
  [ 59  44  44]
  [ 47  34  32]]

 [[  4   4   4]
  [  5   5   5]
  [  7   7   7]
  ...
  [ 52  37  33]
  [ 46  32  28]
  [ 47  33  30]]]",1
215,"[[[ 75  64  63]
  [ 75  65  63]
  [ 78  67  65]
  ...
  [ 70  59  56]
  [ 69  56  54]
  [ 68  55  54]]

 [[ 79  68  65]
  [ 77  67  64]
  [ 79  70  68]
  ...
  [ 73  62  59]
  [ 70  59  55]
  [ 68  55  53]]

 [[ 80  69  66]
  [ 83  71  67]
  [ 85  73  71]
  ...
  [ 75  64  60]
  [ 71  61  57]
  [ 69  58  56]]

 ...

 [[105  91  93]
  [101  87  90]
  [100  87  88]
  ...
  [ 91  79  79]
  [ 87  76  76]
  [ 87  77  76]]

 [[100  86  86]
  [ 99  84  86]
  [ 93  80  83]
  ...
  [ 90  79  79]
  [ 86  75  75]
  [ 83  73  70]]

 [[ 98  83  84]
  [ 97  81  83]
  [ 94  81  83]
  ...
  [ 87  77  75]
  [ 83  73  71]
  [ 80  69  67]]]",1
216,"[[[125 119 107]
  [125 119 107]
  [123 116 103]
  ...
  [242 242 246]
  [245 246 249]
  [240 242 248]]

 [[126 121 108]
  [129 120 108]
  [127 118 107]
  ...
  [248 248 250]
  [242 243 247]
  [215 218 228]]

 [[129 122 110]
  [131 122 110]
  [133 123 111]
  ...
  [250 250 251]
  [221 223 232]
  [163 170 186]]

 ...

 [[ 72  33  15]
  [ 73  35  16]
  [ 78  38  19]
  ...
  [ 44  43  42]
  [ 43  42  41]
  [ 42  41  40]]

 [[ 71  36  18]
  [ 75  36  17]
  [ 79  39  19]
  ...
  [ 43  42  42]
  [ 42  41  41]
  [ 41  41  39]]

 [[ 66  33  16]
  [ 70  33  16]
  [ 78  40  20]
  ...
  [ 41  41  41]
  [ 40  40  40]
  [ 40  39  38]]]",1
217,"[[[ 61  16   2]
  [ 59  17   4]
  [ 55  17   3]
  ...
  [ 32  53   9]
  [ 43  72  12]
  [ 47  77  12]]

 [[ 69  17   3]
  [ 68  19   3]
  [ 63  17   2]
  ...
  [ 34  56  11]
  [ 42  70  13]
  [ 44  73  12]]

 [[ 74  17   3]
  [ 72  19   2]
  [ 68  16   2]
  ...
  [ 36  60  10]
  [ 40  67  11]
  [ 42  70  12]]

 ...

 [[ 40  60  14]
  [ 41  63  15]
  [ 32  52  12]
  ...
  [ 41  43   9]
  [ 70  68  12]
  [ 97  89  14]]

 [[ 30  48  10]
  [ 31  51  11]
  [ 27  44   9]
  ...
  [ 49  52  13]
  [ 77  74  13]
  [106  95  12]]

 [[ 22  38   7]
  [ 24  41   8]
  [ 26  43   7]
  ...
  [ 59  59  12]
  [102  91   9]
  [137 115   8]]]",0
218,"[[[151 102  60]
  [111  86  54]
  [105  97  70]
  ...
  [  9  14   8]
  [ 11  17   9]
  [ 13  21   8]]

 [[177 137  84]
  [132 102  63]
  [100  91  56]
  ...
  [  7  12   6]
  [  8  13   8]
  [ 10  17   8]]

 [[207 190 127]
  [149 117  67]
  [ 77  67  27]
  ...
  [  6  12   7]
  [  6  11   6]
  [  7  13   7]]

 ...

 [[ 30  81  13]
  [ 32  81  14]
  [ 64 101  43]
  ...
  [  7  10   7]
  [  4   4   6]
  [  4   4   5]]

 [[ 49 105  21]
  [ 40  92  21]
  [ 52  97  33]
  ...
  [  8  11   7]
  [  4   5   6]
  [  5   5   7]]

 [[ 74 129  53]
  [ 53 105  31]
  [ 42  88  23]
  ...
  [  9  12   7]
  [  5   8   9]
  [  7   9  10]]]",0
219,"[[[236 242 221]
  [241 247 223]
  [247 250 236]
  ...
  [ 93  83  73]
  [ 89  82  70]
  [ 85  77  67]]

 [[136 132  93]
  [150 148 108]
  [163 161 129]
  ...
  [ 91  82  72]
  [ 90  82  72]
  [ 91  82  72]]

 [[145 137  90]
  [153 145 100]
  [155 144 100]
  ...
  [100  91  80]
  [ 99  90  79]
  [ 97  87  77]]

 ...

 [[163 165 170]
  [176 177 183]
  [189 195 201]
  ...
  [ 34  82 135]
  [ 31  80 136]
  [ 29  77 133]]

 [[166 169 177]
  [190 196 206]
  [181 185 192]
  ...
  [ 34  79 125]
  [ 31  76 126]
  [ 29  74 126]]

 [[170 172 180]
  [188 194 203]
  [177 180 187]
  ...
  [ 34  76 119]
  [ 32  73 116]
  [ 28  69 115]]]",1
220,"[[[171 156 133]
  [129  98  63]
  [135 104  65]
  ...
  [223 221 209]
  [223 222 211]
  [224 222 212]]

 [[185 172 151]
  [143 109  73]
  [147 113  73]
  ...
  [218 214 203]
  [218 215 203]
  [218 215 202]]

 [[195 185 165]
  [150 118  84]
  [154 115  74]
  ...
  [212 207 194]
  [210 206 193]
  [209 205 191]]

 ...

 [[173 163 148]
  [171 161 144]
  [170 160 141]
  ...
  [ 50  41  31]
  [ 46  37  27]
  [ 46  38  28]]

 [[175 163 148]
  [171 161 144]
  [169 161 141]
  ...
  [ 43  35  25]
  [ 37  31  20]
  [ 38  31  21]]

 [[175 163 148]
  [171 161 144]
  [169 161 142]
  ...
  [ 40  32  22]
  [ 31  27  16]
  [ 30  26  17]]]",1
221,"[[[ 94 128  53]
  [ 92 128  48]
  [ 83 123  40]
  ...
  [ 94 115  34]
  [107  94  19]
  [116  66  19]]

 [[ 91 129  49]
  [ 93 129  50]
  [ 84 125  46]
  ...
  [ 98 109  33]
  [126  87  19]
  [136  64  20]]

 [[ 88 128  45]
  [ 94 132  47]
  [ 87 128  43]
  ...
  [112  99  31]
  [143  79  26]
  [148  67  26]]

 ...

 [[138  83  49]
  [142  82  44]
  [132  78  37]
  ...
  [110  80  38]
  [111  83  38]
  [122  87  42]]

 [[138  77  42]
  [142  80  41]
  [125  81  38]
  ...
  [114  83  41]
  [113  83  41]
  [122  87  44]]

 [[135  69  33]
  [134  76  35]
  [ 98  79  31]
  ...
  [122  82  44]
  [113  82  42]
  [118  86  42]]]",0
222,"[[[ 19  24  28]
  [ 19  24  28]
  [ 20  25  29]
  ...
  [ 35  26  29]
  [ 33  27  29]
  [ 32  26  28]]

 [[ 20  25  29]
  [ 20  25  29]
  [ 20  25  29]
  ...
  [ 35  27  29]
  [ 34  27  29]
  [ 32  27  28]]

 [[ 20  25  29]
  [ 20  25  29]
  [ 21  26  30]
  ...
  [ 36  27  30]
  [ 34  27  29]
  [ 33  27  29]]

 ...

 [[154 150 147]
  [144 139 134]
  [140 135 129]
  ...
  [ 34  34  34]
  [ 34  34  34]
  [ 37  37  37]]

 [[151 148 144]
  [140 136 131]
  [135 130 124]
  ...
  [ 38  40  42]
  [ 38  39  39]
  [ 37  37  37]]

 [[143 139 135]
  [141 139 134]
  [139 136 131]
  ...
  [ 97 104 116]
  [106 103  99]
  [ 58  61  57]]]",1
223,"[[[34 49 82]
  [32 49 84]
  [32 48 82]
  ...
  [68 72 83]
  [67 70 82]
  [62 65 83]]

 [[36 50 83]
  [35 50 83]
  [34 50 83]
  ...
  [73 73 82]
  [70 71 82]
  [64 67 82]]

 [[37 51 84]
  [36 51 83]
  [35 50 83]
  ...
  [77 76 83]
  [75 74 83]
  [72 71 82]]

 ...

 [[76 66 55]
  [66 59 49]
  [75 65 51]
  ...
  [63 55 44]
  [71 61 49]
  [86 70 60]]

 [[74 65 52]
  [81 72 56]
  [86 75 56]
  ...
  [73 62 51]
  [82 71 59]
  [96 80 67]]

 [[72 64 49]
  [73 65 50]
  [63 58 46]
  ...
  [74 63 48]
  [75 64 51]
  [82 70 59]]]",0
224,"[[[20 52 28]
  [21 53 31]
  [24 55 33]
  ...
  [48 91 59]
  [34 73 41]
  [24 57 25]]

 [[21 53 31]
  [21 53 32]
  [24 54 35]
  ...
  [46 87 56]
  [24 61 28]
  [26 61 27]]

 [[23 55 34]
  [21 53 32]
  [27 56 38]
  ...
  [39 80 47]
  [22 57 24]
  [22 61 26]]

 ...

 [[34 79 54]
  [34 80 54]
  [31 77 52]
  ...
  [64 80 42]
  [62 74 47]
  [68 80 54]]

 [[30 75 49]
  [36 80 56]
  [31 76 52]
  ...
  [60 69 33]
  [59 73 34]
  [60 76 35]]

 [[27 72 46]
  [35 77 56]
  [31 73 51]
  ...
  [75 85 49]
  [83 94 56]
  [71 79 47]]]",0
225,"[[[63 30  1]
  [63 31  1]
  [64 31  0]
  ...
  [59 33  3]
  [58 31  3]
  [55 29  3]]

 [[65 31  0]
  [65 31  0]
  [65 31  0]
  ...
  [62 34  4]
  [58 32  3]
  [57 30  3]]

 [[66 31  1]
  [67 31  1]
  [67 32  0]
  ...
  [63 33  4]
  [60 32  3]
  [58 31  3]]

 ...

 [[ 1  1  0]
  [ 1  1  0]
  [ 1  1  0]
  ...
  [10  9  3]
  [16 11  2]
  [32 18  2]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 2  2  0]
  ...
  [ 4  5  0]
  [ 5  5  1]
  [14 10  2]]

 [[ 1  1  0]
  [ 1  1  0]
  [ 2  2  0]
  ...
  [ 2  2  0]
  [ 4  5  0]
  [11  9  3]]]",1
226,"[[[ 76  69  39]
  [ 90  72  35]
  [ 95  76  41]
  ...
  [123 103  64]
  [117  98  65]
  [101  84  51]]

 [[ 70  60  33]
  [ 79  63  28]
  [ 93  76  40]
  ...
  [128 104  65]
  [121 100  61]
  [107  88  49]]

 [[ 60  55  26]
  [ 55  49  23]
  [ 83  71  37]
  ...
  [131 106  63]
  [123 101  61]
  [105  88  48]]

 ...

 [[ 93  76  48]
  [ 92  77  49]
  [ 93  77  48]
  ...
  [ 79  60  29]
  [ 78  59  28]
  [ 79  58  27]]

 [[ 86  73  41]
  [ 87  73  42]
  [ 86  73  43]
  ...
  [ 78  58  28]
  [ 76  56  28]
  [ 75  56  26]]

 [[ 82  71  40]
  [ 82  71  38]
  [ 81  70  39]
  ...
  [ 75  56  26]
  [ 74  55  27]
  [ 71  55  27]]]",0
227,"[[[22 24 23]
  [23 25 24]
  [24 26 25]
  ...
  [24 29 25]
  [23 25 22]
  [20 22 21]]

 [[22 24 23]
  [23 25 24]
  [23 26 25]
  ...
  [22 28 23]
  [20 23 22]
  [19 21 21]]

 [[22 24 22]
  [23 25 24]
  [23 26 25]
  ...
  [23 27 23]
  [20 23 21]
  [18 20 19]]

 ...

 [[ 8  5  0]
  [ 9  6  1]
  [ 9  6  1]
  ...
  [ 4  5  0]
  [ 5  4  0]
  [ 4  5  0]]

 [[ 7  5  0]
  [ 8  5  1]
  [ 9  6  1]
  ...
  [ 4  5  0]
  [ 4  5  0]
  [ 4  5  0]]

 [[ 7  5  0]
  [ 8  5  0]
  [ 9  6  1]
  ...
  [ 4  5  0]
  [ 4  5  0]
  [ 4  5  0]]]",0
228,"[[[17 18 12]
  [18 19 13]
  [20 21 15]
  ...
  [ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]]

 [[18 19 12]
  [18 19 12]
  [21 22 16]
  ...
  [ 2  2  0]
  [ 2  3  0]
  [ 1  3  0]]

 [[18 19 12]
  [19 20 14]
  [25 27 20]
  ...
  [ 2  2  0]
  [ 2  3  0]
  [ 1  3  0]]

 ...

 [[62 63 62]
  [67 69 68]
  [64 64 63]
  ...
  [ 6  8  4]
  [ 5  6  3]
  [ 5  5  3]]

 [[67 69 68]
  [64 66 65]
  [64 64 64]
  ...
  [ 7  8  5]
  [ 6  7  5]
  [ 5  6  5]]

 [[61 62 61]
  [66 68 67]
  [64 65 64]
  ...
  [ 3  4  1]
  [ 3  3  1]
  [ 2  2  0]]]",1
229,"[[[21 36 21]
  [21 36 22]
  [20 37 21]
  ...
  [15 49 15]
  [14 48 17]
  [15 47 17]]

 [[19 39 22]
  [20 37 21]
  [20 37 21]
  ...
  [16 49 13]
  [15 50 13]
  [14 50 14]]

 [[19 39 22]
  [20 38 23]
  [20 37 22]
  ...
  [15 27 11]
  [15 38 12]
  [15 46 13]]

 ...

 [[16 28 14]
  [18 33 15]
  [18 31 16]
  ...
  [17 55 17]
  [17 53 14]
  [17 59 18]]

 [[17 30 15]
  [18 33 16]
  [19 36 18]
  ...
  [17 52 17]
  [16 56 13]
  [19 61 19]]

 [[18 31 17]
  [18 33 16]
  [20 39 18]
  ...
  [16 51 14]
  [16 56 15]
  [20 63 21]]]",0
230,"[[[140 200  71]
  [118 167  69]
  [ 60  90  73]
  ...
  [219 166 119]
  [179 140  95]
  [ 97  95  79]]

 [[138 195  70]
  [109 154  67]
  [ 58  87  74]
  ...
  [213 170 140]
  [211 160 130]
  [163 123  97]]

 [[122 175  69]
  [ 75 110  71]
  [ 56  86  80]
  ...
  [135 125 111]
  [103  96  86]
  [106 103  71]]

 ...

 [[153 167 100]
  [155 173  93]
  [151 171  88]
  ...
  [ 93  82  60]
  [183 136  82]
  [155 145  83]]

 [[118 121  64]
  [143 149  79]
  [151 161  89]
  ...
  [125 126  90]
  [110 102  79]
  [113 113  76]]

 [[121 146  58]
  [124 141  58]
  [134 146  73]
  ...
  [135 145  79]
  [137 136  89]
  [125 115  77]]]",0
231,"[[[ 41  47  84]
  [ 72  78 112]
  [103 102 124]
  ...
  [125 112 119]
  [107 101 117]
  [ 76  79 109]]

 [[ 93  96 119]
  [112 109 124]
  [130 122 136]
  ...
  [141 121 118]
  [130 112 114]
  [122 109 117]]

 [[119 114 123]
  [133 124 128]
  [164 149 145]
  ...
  [187 160 135]
  [157 132 120]
  [136 115 109]]

 ...

 [[233 223 207]
  [235 226 218]
  [242 236 235]
  ...
  [164 170 196]
  [189 185 196]
  [190 182 188]]

 [[247 250 248]
  [236 238 232]
  [219 215 219]
  ...
  [118 101 117]
  [153 134 154]
  [174 146 156]]

 [[253 254 254]
  [246 250 249]
  [226 233 234]
  ...
  [154 111  93]
  [176 132 104]
  [183 141 116]]]",1
232,"[[[196 192 190]
  [193 186 182]
  [188 179 174]
  ...
  [ 90 142 200]
  [ 90 142 201]
  [ 90 142 201]]

 [[230 229 229]
  [204 199 197]
  [193 186 181]
  ...
  [ 91 143 201]
  [ 91 143 201]
  [ 91 143 201]]

 [[232 225 224]
  [235 234 234]
  [208 205 202]
  ...
  [ 91 144 202]
  [ 91 144 202]
  [ 92 144 202]]

 ...

 [[ 18  17  15]
  [ 14  14  13]
  [ 29  29  32]
  ...
  [ 83  81  81]
  [ 84  82  83]
  [ 82  81  82]]

 [[ 22  20  18]
  [ 16  15  14]
  [ 25  24  24]
  ...
  [ 82  80  80]
  [ 83  81  82]
  [ 82  81  81]]

 [[ 45  43  39]
  [ 61  59  54]
  [ 81  78  74]
  ...
  [ 83  82  81]
  [ 84  82  82]
  [ 82  80  81]]]",0
233,"[[[166 187 207]
  [167 189 211]
  [169 190 213]
  ...
  [177 187 178]
  [165 177 180]
  [168 171 146]]

 [[167 188 211]
  [168 190 214]
  [169 191 215]
  ...
  [193 193 145]
  [195 189 125]
  [189 182 100]]

 [[168 190 212]
  [168 191 214]
  [170 192 215]
  ...
  [202 191  83]
  [204 191  77]
  [190 181  78]]

 ...

 [[172 193 215]
  [172 194 216]
  [173 194 215]
  ...
  [163 185 206]
  [162 184 205]
  [162 184 203]]

 [[172 193 215]
  [172 194 216]
  [172 194 215]
  ...
  [163 185 206]
  [162 184 204]
  [162 184 203]]

 [[171 192 213]
  [172 193 214]
  [172 194 214]
  ...
  [163 185 204]
  [163 184 203]
  [162 184 202]]]",0
234,"[[[198  77  34]
  [208 107  68]
  [235 110 106]
  ...
  [141  46  38]
  [169  15  30]
  [176   9  27]]

 [[231 125   9]
  [192  91  26]
  [194  73  77]
  ...
  [ 86  62  74]
  [149  40  27]
  [175   9  30]]

 [[186  85  20]
  [172  24  35]
  [171  18  38]
  ...
  [115  88  51]
  [139  34  34]
  [174   9  29]]

 ...

 [[ 35 109 220]
  [ 30 103 216]
  [ 32  75 145]
  ...
  [103  80  66]
  [195 160 120]
  [233 169 114]]

 [[ 39 113 223]
  [ 33 105 218]
  [ 32  72 141]
  ...
  [104  79  62]
  [244 172 114]
  [250 168 109]]

 [[ 41 118 228]
  [ 33 105 219]
  [ 28  69 139]
  ...
  [163 116  86]
  [250 167 113]
  [250 160 105]]]",0
235,"[[[  1  22   2]
  [  1  14   2]
  [  1  13   1]
  ...
  [  2  28   1]
  [  8  68   2]
  [ 13  93   2]]

 [[  1  23   2]
  [  1  15   2]
  [  2  18   2]
  ...
  [  1  22   1]
  [  2  38   2]
  [  2  52   2]]

 [[  1  34   3]
  [  1  24   2]
  [  1  14   1]
  ...
  [  6  47   2]
  [  4  33   1]
  [  1  20   2]]

 ...

 [[  9 107  38]
  [ 26 133  76]
  [ 23 129  70]
  ...
  [ 35  96  60]
  [ 18  70  33]
  [  3  39   7]]

 [[  3  92  12]
  [ 17 120  60]
  [ 26 131  74]
  ...
  [  6  56  11]
  [  5  49   8]
  [  3  44   5]]

 [[  2  87   4]
  [  8 104  33]
  [ 24 130  77]
  ...
  [ 29  88  50]
  [ 14  61  26]
  [  2  59   2]]]",0
